1/28/2018 11:50:30 AM: AMIClient.GeoRegionForTree.IsSelected; line: 76; Start - get all ami for the selected region.
1/28/2018 11:54:32 AM: AMIClient.Model.GetSomeSubstation; line: 494; Start the GetSomeSubstation function.
1/28/2018 11:54:32 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:54:32 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:54:35 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:54:35 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:54:35 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:54:35 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:54:35 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:54:35 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:54:35 AM: AMIClient.Model.GetAllAmis; line: 365; Start the GetAllAmis function.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:35 AM: AMIClient.Model.GetAllAmis; line: 391; Start the GetAllAmis function.
1/28/2018 11:54:35 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:54:35 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:54:37 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:54:37 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:54:37 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:54:37 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:54:37 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:54:37 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:54:37 AM: AMIClient.Model.GetAllAmis; line: 365; Start the GetAllAmis function.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:37 AM: AMIClient.Model.GetAllAmis; line: 391; Start the GetAllAmis function.
1/28/2018 11:54:37 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:54:37 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:54:39 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:54:39 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:54:39 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:54:39 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:54:39 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:54:39 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:54:39 AM: AMIClient.SubGeoRegionForTree.IsSelected; line: 82; Start - get all ami for the selected region.
1/28/2018 11:54:39 AM: AMIClient.Model.GetAllAmis; line: 616; Start the GetAllAmis function.
1/28/2018 11:54:39 AM: AMIClient.Model.GetSomeSubstation; line: 487; Start the GetSomeSubstation function.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:39 AM: AMIClient.Model.GetSomeSubstation; line: 494; Start the GetSomeSubstation function.
1/28/2018 11:54:39 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:54:39 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:54:41 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:54:41 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:54:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:54:41 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:54:41 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:56:41 AM: AMIClient.GeoRegionForTree.IsSelected; line: 76; Start - get all ami for the selected region.
1/28/2018 11:56:41 AM: AMIClient.Model.GetAllAmis; line: 595; Start the GetAllAmis function.
1/28/2018 11:56:41 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:56:41 AM: AMIClient.Model.GetSomeSubstation; line: 487; Start the GetSomeSubstation function.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:41 AM: AMIClient.Model.GetSomeSubstation; line: 494; Start the GetSomeSubstation function.
1/28/2018 11:56:41 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:56:41 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:56:44 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:56:44 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:56:44 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.Model.GetSomeSubregions; line: 474; Start the GetSomeSubregions function.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GetSomeSubregions; line: 480; Finish the GetSomeSubregions function.
1/28/2018 11:56:44 AM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:56:44 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:56:44 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:56:44 AM: AMIClient.Model.GetAllAmis; line: 365; Start the GetAllAmis function.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:44 AM: AMIClient.Model.GetAllAmis; line: 391; Start the GetAllAmis function.
1/28/2018 11:56:44 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:56:44 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:56:46 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:56:46 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:56:46 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:56:46 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:56:46 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GetAllRegions; line: 354; Start the GetAllRegions function.
1/28/2018 11:56:46 AM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/28/2018 11:56:46 AM: AMIClient.Model.GetAllAmis; line: 365; Start the GetAllAmis function.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:46 AM: AMIClient.Model.GetAllAmis; line: 391; Start the GetAllAmis function.
1/28/2018 11:56:46 AM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 11:56:46 AM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 11:56:48 AM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/28/2018 11:56:48 AM: AMIClient.Model.GetAllRegions; line: 345; Start the GetAllRegions function.
1/28/2018 11:56:48 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:48 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 11:56:48 AM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
